opportunity_id,account_id,rep_id,product_id,lead_id,create_date,close_date,activation_date,opp_stage,probability_percent,acv,nrr,tcv,won_lost_reason,discount_percent,margin_percent,contract_term_months,mrr,estimated_transaction_volume,implementation_cost,upsell_acv
OPP-01883,ACC-021,REP-070,PRD-005,LEAD-7398,2023-07-26,2024-01-15,,Demo,0.3,7000,19000,26000.0,,0.29,0.56,12,583.33,49691,22116,1422
OPP-01884,ACC-002,REP-099,PRD-010,LEAD-4398,2026-11-01,2026-12-30,,Demo,0.3,16000,24000,72000.0,,0.09,0.2,36,1333.33,82090,42579,722
OPP-01885,ACC-007,REP-146,PRD-067,LEAD-4732,2025-12-23,2026-05-14,2026-06-27,Closed Won,1.0,30000,35000,95000.0,Executive Sponsor Left,0.35,0.34,24,2500.0,76190,4358,4651
OPP-01886,ACC-021,REP-132,PRD-015,LEAD-3420,2024-09-28,2025-01-12,,Qualify,0.1,216000,18000,666000.0,,0.46,0.64,36,18000.0,9747,35667,2538
OPP-01887,ACC-025,REP-055,PRD-010,LEAD-2174,2025-09-14,2025-12-22,2026-02-02,Closed Won,1.0,130000,15000,405000.0,Price,0.04,0.63,36,10833.33,52946,17079,3461
OPP-01888,ACC-003,REP-033,PRD-001,LEAD-0532,2025-05-28,2025-10-17,,Demo,0.3,107000,15000,229000.0,,0.02,0.3,24,8916.67,38443,41088,38383
OPP-01889,ACC-017,REP-016,PRD-075,LEAD-0065,2025-10-01,2025-11-05,,Qualify,0.1,23000,29000,75000.0,,0.18,0.31,24,1916.67,88194,16607,2534
OPP-01890,ACC-004,REP-007,PRD-071,LEAD-6511,2024-08-30,2024-10-28,,Negotiation,0.7,192000,23000,215000.0,,0.1,0.71,12,16000.0,65866,40156,3977
OPP-01891,ACC-021,REP-129,PRD-060,LEAD-6011,2023-07-05,2023-10-04,,Closed Lost,0.0,235000,5000,710000.0,Competitor,0.28,0.44,36,19583.33,86552,3967,1972
OPP-01892,ACC-039,REP-065,PRD-009,LEAD-7858,2023-01-20,2023-04-24,,Demo,0.3,62000,42000,166000.0,,0.19,0.77,24,5166.67,83736,14956,4395
OPP-01893,ACC-010,REP-124,PRD-041,LEAD-1134,2024-08-12,2024-10-16,,Closed Lost,0.0,45000,27000,117000.0,Budget,0.47,0.2,24,3750.0,33431,43052,46835
OPP-01894,ACC-014,REP-047,PRD-030,LEAD-5395,2024-04-13,2024-06-22,,On Hold,0.1,119000,21000,259000.0,,0.05,0.56,24,9916.67,47385,35581,1776
OPP-01895,ACC-093,REP-130,PRD-023,,2023-12-06,2024-03-14,,On Hold,0.1,183000,5000,554000.0,,0.4,0.63,36,15250.0,95152,49743,20829
OPP-01896,ACC-032,REP-072,PRD-050,LEAD-6961,2026-01-15,2026-03-22,,Negotiation,0.7,48000,38000,134000.0,,0.49,0.35,24,4000.0,79970,33261,1165
OPP-01897,ACC-006,REP-126,PRD-027,LEAD-5062,2024-10-22,2025-03-31,,Demo,0.3,145000,2000,147000.0,,0.41,0.52,12,12083.33,81085,16106,1805
OPP-01898,ACC-066,REP-088,PRD-007,LEAD-6024,2024-10-30,2025-04-14,,Negotiation,0.7,157000,19000,333000.0,,0.14,0.31,24,13083.33,79703,43335,2863
OPP-01899,ACC-015,REP-053,PRD-005,,2025-03-04,2025-08-06,,Demo,0.3,69000,34000,103000.0,,0.1,0.57,12,5750.0,49747,46197,1893
OPP-01900,ACC-009,REP-028,PRD-014,,2025-04-10,2025-07-05,2025-08-09,Closed Won,1.0,104000,21000,125000.0,Features,0.06,0.7,12,8666.67,56064,17532,625
OPP-01901,ACC-002,REP-024,PRD-011,LEAD-5290,2024-08-06,2024-12-10,2025-01-15,Closed Won,1.0,27000,41000,122000.0,Superior ROI,0.11,0.26,36,2250.0,30688,16224,3922
OPP-01902,ACC-001,REP-079,PRD-005,LEAD-6347,2024-09-16,2025-01-19,,Negotiation,0.7,19000,45000,102000.0,,0.12,0.28,36,1583.33,11228,16270,4514
OPP-01903,ACC-023,REP-022,PRD-003,,2025-05-14,2025-06-19,,On Hold,0.1,121000,14000,377000.0,,0.5,0.7,36,10083.33,83671,29186,262
OPP-01904,ACC-023,REP-106,PRD-052,LEAD-0007,2022-11-11,2023-03-22,,Closed Lost,0.0,197000,30000,227000.0,No Decision,0.31,0.78,12,16416.67,38200,36647,4557
OPP-01905,ACC-011,REP-148,PRD-010,LEAD-4664,2025-10-14,2026-01-10,,Closed Lost,0.0,199000,21000,618000.0,Superior ROI,0.39,0.16,36,16583.33,3359,9435,807
OPP-01906,ACC-019,REP-146,PRD-005,LEAD-7649,2026-03-04,2026-06-20,,Closed Lost,0.0,118000,23000,141000.0,Timing,0.06,0.6,12,9833.33,80508,19997,116
OPP-01907,ACC-024,REP-063,PRD-002,LEAD-6193,2025-08-05,2025-10-22,,On Hold,0.1,8000,25000,41000.0,,0.39,0.24,24,666.67,32083,40356,669
OPP-01908,ACC-024,REP-029,PRD-009,,2026-09-29,2026-11-16,,Qualify,0.1,91000,5000,278000.0,,0.19,0.68,36,7583.33,88659,17522,2532
OPP-01909,ACC-022,REP-121,PRD-031,LEAD-3544,2025-02-17,2025-04-25,,Demo,0.3,154000,1000,155000.0,,0.26,0.1,12,12833.33,60680,1203,4873
OPP-01910,ACC-001,REP-079,PRD-012,,2024-02-17,2024-03-28,,On Hold,0.1,173000,12000,531000.0,,0.04,0.59,36,14416.67,36047,41608,4352
OPP-01911,ACC-020,REP-057,PRD-012,LEAD-1319,2025-05-15,2025-09-15,,Demo,0.3,164000,45000,209000.0,,0.16,0.72,12,13666.67,36702,11570,4918
OPP-01912,ACC-034,REP-022,PRD-003,LEAD-7942,2025-08-20,2025-10-26,,Demo,0.3,164000,31000,195000.0,,0.37,0.69,12,13666.67,82761,42363,272
OPP-01913,ACC-005,REP-011,PRD-024,LEAD-2965,2023-12-17,2024-02-28,,Qualify,0.1,198000,6000,204000.0,,0.46,0.78,12,16500.0,98734,40289,774
OPP-01914,ACC-024,REP-009,PRD-007,LEAD-5515,2025-06-15,2025-09-30,,Closed Lost,0.0,224000,29000,701000.0,Superior ROI,0.2,0.74,36,18666.67,88909,16798,1265
OPP-01915,ACC-012,REP-036,PRD-002,LEAD-1759,2023-06-18,2023-07-30,,Closed Lost,0.0,103000,20000,329000.0,Budget,0.4,0.22,36,8583.33,11418,17943,2281
OPP-01916,ACC-024,REP-040,PRD-001,LEAD-6714,2025-06-30,2025-09-13,,On Hold,0.1,37000,49000,123000.0,,0.46,0.36,24,3083.33,77227,44393,3096
OPP-01917,ACC-003,REP-055,PRD-067,,2024-04-08,2024-07-13,,Closed Lost,0.0,7000,4000,18000.0,Timing,0.04,0.6,24,583.33,63183,49860,48736
OPP-01918,ACC-006,REP-124,PRD-045,LEAD-2141,2026-11-21,2026-12-28,2027-01-23,Closed Won,1.0,140000,15000,295000.0,Superior ROI,0.1,0.18,24,11666.67,5279,7701,2589
OPP-01919,ACC-001,REP-143,PRD-013,LEAD-1420,2023-09-19,2024-03-09,,Closed Lost,0.0,177000,13000,190000.0,Features,0.34,0.7,12,14750.0,45134,35719,3618
OPP-01920,ACC-005,REP-037,PRD-041,LEAD-0624,2025-04-18,2025-06-23,,On Hold,0.1,9000,7000,25000.0,,0.32,0.77,24,750.0,19496,13602,1074
OPP-01921,ACC-040,REP-104,PRD-011,LEAD-5226,2022-09-05,2023-01-12,,Negotiation,0.7,43000,22000,65000.0,,0.24,0.27,12,3583.33,23606,9173,102
OPP-01922,ACC-025,REP-026,PRD-013,LEAD-3375,2022-11-29,2023-02-27,,Closed Lost,0.0,71000,24000,166000.0,Timing,0.47,0.11,24,5916.67,20661,26717,2039
OPP-01923,ACC-004,REP-109,PRD-015,LEAD-5845,2026-04-04,2026-09-23,2026-10-25,Closed Won,1.0,184000,27000,211000.0,Executive Sponsor Left,0.07,0.44,12,15333.33,90671,25619,3648
OPP-01924,ACC-021,REP-110,PRD-009,LEAD-7534,2026-04-17,2026-08-08,,On Hold,0.1,115000,23000,368000.0,,0.34,0.55,36,9583.33,6261,12991,2474
OPP-01925,ACC-022,REP-047,PRD-025,LEAD-2384,2025-09-02,2026-01-31,2026-03-05,Closed Won,1.0,210000,20000,440000.0,No Decision,0.19,0.31,24,17500.0,60267,44779,4462
OPP-01926,ACC-004,REP-131,PRD-011,LEAD-7585,2026-01-08,2026-02-17,,Qualify,0.1,235000,10000,715000.0,,0.37,0.47,36,19583.33,31740,32789,3165
OPP-01927,ACC-107,REP-081,PRD-035,LEAD-5369,2023-07-10,2023-09-22,,Qualify,0.1,131000,40000,171000.0,,0.49,0.67,12,10916.67,63294,9814,27448
OPP-01928,ACC-086,REP-038,PRD-037,LEAD-0402,2024-09-20,2025-02-13,,Closed Lost,0.0,54000,2000,110000.0,Timing,0.1,0.13,24,4500.0,64676,31384,388
OPP-01929,ACC-004,REP-050,PRD-061,LEAD-4118,2026-01-24,2026-03-02,,On Hold,0.1,144000,19000,163000.0,,0.43,0.53,12,12000.0,49561,23185,2952
OPP-01930,ACC-017,REP-099,PRD-013,LEAD-4881,2022-09-04,2023-01-21,,Demo,0.3,141000,23000,305000.0,,0.14,0.48,24,11750.0,57608,26492,416
OPP-01931,ACC-025,REP-108,PRD-010,LEAD-3269,2025-03-05,2025-07-10,,Negotiation,0.7,94000,5000,99000.0,,0.5,0.32,12,7833.33,33777,32224,269
OPP-01932,ACC-050,REP-031,PRD-002,LEAD-1930,2023-11-01,2024-02-08,,Demo,0.3,147000,28000,322000.0,,0.47,0.63,24,12250.0,65591,4896,2485
OPP-01933,ACC-095,REP-053,PRD-062,,2022-12-04,2023-03-31,,Negotiation,0.7,165000,30000,360000.0,,0.12,0.24,24,13750.0,86841,8677,40876
OPP-01934,ACC-107,REP-101,PRD-063,LEAD-1693,2023-12-10,2024-03-25,,On Hold,0.1,131000,26000,157000.0,,0.06,0.66,12,10916.67,83569,33643,21529
OPP-01935,ACC-091,REP-012,PRD-010,LEAD-3559,2022-10-08,2023-03-07,,Demo,0.3,218000,38000,692000.0,,0.22,0.11,36,18166.67,94669,40730,4399
OPP-01936,ACC-002,REP-017,PRD-008,LEAD-2282,2022-11-07,2023-03-27,,Qualify,0.1,151000,12000,314000.0,,0.13,0.6,24,12583.33,9850,43794,1937
OPP-01937,ACC-007,REP-144,PRD-013,,2026-04-24,2026-08-25,,Closed Lost,0.0,111000,41000,152000.0,Price,0.07,0.33,12,9250.0,44666,30193,4993
OPP-01938,ACC-027,REP-134,PRD-080,LEAD-5017,2024-07-20,2024-09-15,,Closed Lost,0.0,14000,27000,55000.0,Budget,0.01,0.39,24,1166.67,35818,1865,356
OPP-01939,ACC-094,REP-063,PRD-013,,2025-12-01,2026-04-07,,Qualify,0.1,226000,12000,238000.0,,0.19,0.3,12,18833.33,23619,36002,1010
OPP-01940,ACC-035,REP-069,PRD-009,,2023-01-03,2023-03-22,,Demo,0.3,205000,32000,237000.0,,0.2,0.51,12,17083.33,36831,28250,2272
OPP-01941,ACC-018,REP-028,PRD-013,LEAD-3821,2023-05-07,2023-07-16,,On Hold,0.1,82000,41000,123000.0,,0.32,0.58,12,6833.33,78020,17534,2685
OPP-01942,ACC-024,REP-036,PRD-079,LEAD-7011,2025-10-28,2026-03-15,,Qualify,0.1,20000,25000,45000.0,,0.08,0.53,12,1666.67,95609,11857,812
OPP-01943,ACC-017,REP-090,PRD-079,LEAD-6684,2023-11-12,2023-12-29,,Negotiation,0.7,89000,2000,91000.0,,0.39,0.56,12,7416.67,24929,8416,3999
OPP-01944,ACC-097,REP-078,PRD-026,LEAD-3645,2026-05-31,2026-10-23,,Closed Lost,0.0,6000,41000,53000.0,Superior ROI,0.34,0.39,24,500.0,4763,6378,3452
OPP-01945,ACC-011,REP-106,PRD-010,,2025-02-18,2025-04-06,,Demo,0.3,93000,4000,97000.0,,0.42,0.15,12,7750.0,18758,33892,2721
OPP-01946,ACC-007,REP-075,PRD-004,LEAD-3151,2026-08-01,2026-09-27,,Negotiation,0.7,155000,31000,496000.0,,0.17,0.19,36,12916.67,56343,35574,4307
OPP-01947,ACC-023,REP-060,PRD-006,,2022-12-14,2023-05-31,,Qualify,0.1,180000,35000,215000.0,,0.41,0.62,12,15000.0,86064,9784,3081
OPP-01948,ACC-016,REP-035,PRD-006,LEAD-1480,2025-05-06,2025-07-10,,Closed Lost,0.0,161000,2000,324000.0,Features,0.26,0.76,24,13416.67,66975,20092,865
OPP-01949,ACC-023,REP-024,PRD-028,LEAD-5636,2023-02-28,2023-05-19,2023-06-12,Closed Won,1.0,82000,37000,201000.0,No Decision,0.21,0.43,24,6833.33,10038,48159,1723
OPP-01950,ACC-111,REP-035,PRD-047,LEAD-5041,2025-10-24,2025-12-25,,Qualify,0.1,60000,7000,67000.0,,0.16,0.23,12,5000.0,30462,6198,25364
OPP-01951,ACC-010,REP-045,PRD-013,LEAD-5416,2023-02-23,2023-06-12,2023-07-24,Closed Won,1.0,14000,20000,34000.0,Price,0.29,0.71,12,1166.67,41626,17023,45903
OPP-01952,ACC-070,REP-145,PRD-020,LEAD-3753,2026-09-22,2026-12-31,,Negotiation,0.7,183000,33000,582000.0,,0.14,0.15,36,15250.0,58436,20176,47325
OPP-01953,ACC-015,REP-056,PRD-007,LEAD-0051,2025-12-10,2026-03-17,,Closed Lost,0.0,154000,10000,164000.0,Superior ROI,0.42,0.17,12,12833.33,74593,32853,3619
OPP-01954,ACC-068,REP-051,PRD-024,LEAD-4676,2022-12-19,2023-05-05,,On Hold,0.1,42000,17000,59000.0,,0.04,0.36,12,3500.0,67817,2336,4457
OPP-01955,ACC-103,REP-133,PRD-011,LEAD-4705,2023-01-12,2023-06-29,,Qualify,0.1,123000,23000,392000.0,,0.32,0.6,36,10250.0,60588,33163,1407
OPP-01956,ACC-024,REP-060,PRD-010,LEAD-7344,2023-07-28,2023-12-15,2024-01-20,Closed Won,1.0,242000,1000,243000.0,Price,0.4,0.4,12,20166.67,65631,6413,3034
OPP-01957,ACC-024,REP-067,PRD-048,,2025-01-23,2025-06-19,2025-07-23,Closed Won,1.0,178000,5000,539000.0,Timing,0.31,0.56,36,14833.33,13318,5821,2711
OPP-01958,ACC-085,REP-030,PRD-031,LEAD-4723,2025-08-01,2026-01-10,,Qualify,0.1,51000,36000,87000.0,,0.03,0.12,12,4250.0,39674,45304,1410
OPP-01959,ACC-015,REP-103,PRD-051,LEAD-3340,2024-05-07,2024-07-16,,Closed Lost,0.0,215000,26000,241000.0,Budget,0.06,0.36,12,17916.67,5759,49895,3835
OPP-01960,ACC-003,REP-142,PRD-023,,2022-12-21,2023-06-15,,Demo,0.3,116000,25000,257000.0,,0.18,0.73,24,9666.67,63042,8555,34519
OPP-01961,ACC-007,REP-140,PRD-002,LEAD-2569,2026-02-06,2026-05-31,2026-06-24,Closed Won,1.0,23000,29000,75000.0,Price,0.49,0.78,24,1916.67,87397,43083,1881
OPP-01962,ACC-017,REP-089,PRD-035,,2026-09-08,2026-12-05,,On Hold,0.1,209000,45000,254000.0,,0.2,0.23,12,17416.67,81275,46485,1395
OPP-01963,ACC-024,REP-028,PRD-002,LEAD-7058,2023-11-17,2024-03-18,,Qualify,0.1,155000,33000,188000.0,,0.49,0.67,12,12916.67,69522,29346,4962
OPP-01964,ACC-007,REP-007,PRD-008,LEAD-7109,2023-07-25,2023-09-17,,Qualify,0.1,181000,5000,186000.0,,0.45,0.16,12,15083.33,8584,45928,4258
OPP-01965,ACC-018,REP-097,PRD-014,LEAD-5386,2023-12-08,2024-06-03,,Demo,0.3,82000,20000,102000.0,,0.16,0.29,12,6833.33,52243,36837,4991
OPP-01966,ACC-065,REP-003,PRD-056,LEAD-3635,2023-04-15,2023-08-21,,Demo,0.3,64000,25000,89000.0,,0.23,0.71,12,5333.33,46097,32352,387
OPP-01967,ACC-025,REP-117,PRD-042,LEAD-7175,2022-11-21,2023-03-15,,Qualify,0.1,143000,14000,157000.0,,0.39,0.47,12,11916.67,54801,5181,100
OPP-01968,ACC-112,REP-018,PRD-011,LEAD-0360,2024-05-03,2024-08-18,2024-09-17,Closed Won,1.0,244000,8000,496000.0,Executive Sponsor Left,0.43,0.77,24,20333.33,80833,47190,1819
OPP-01969,ACC-103,REP-017,PRD-007,LEAD-3055,2025-04-12,2025-06-27,2025-07-31,Closed Won,1.0,94000,8000,290000.0,Superior ROI,0.05,0.38,36,7833.33,27573,40910,4877
OPP-01970,ACC-003,REP-106,PRD-058,,2025-07-03,2025-10-11,2025-11-10,Closed Won,1.0,111000,33000,255000.0,Price,0.46,0.67,24,9250.0,59276,11466,41188
OPP-01971,ACC-069,REP-036,PRD-039,LEAD-7997,2024-10-06,2025-03-20,,Demo,0.3,138000,47000,461000.0,,0.45,0.6,36,11500.0,18872,11623,20957
OPP-01972,ACC-123,REP-039,PRD-014,,2026-05-04,2026-06-29,,On Hold,0.1,176000,15000,543000.0,,0.15,0.32,36,14666.67,18095,45090,21563
OPP-01973,ACC-002,REP-067,PRD-010,LEAD-7434,2026-09-30,2026-11-14,,Closed Lost,0.0,29000,36000,65000.0,Budget,0.46,0.24,12,2416.67,39763,38110,3955
OPP-01974,ACC-021,REP-008,PRD-010,LEAD-1452,2024-11-30,2025-01-27,,Qualify,0.1,232000,18000,714000.0,,0.03,0.63,36,19333.33,76727,40912,3698
OPP-01975,ACC-020,REP-037,PRD-011,LEAD-3868,2023-11-07,2024-04-02,,On Hold,0.1,74000,47000,195000.0,,0.22,0.25,24,6166.67,1259,46541,3393
OPP-01976,ACC-003,REP-008,PRD-068,LEAD-0456,2025-04-12,2025-09-30,,Demo,0.3,108000,47000,371000.0,,0.33,0.76,36,9000.0,52579,20043,39782
OPP-01977,ACC-013,REP-049,PRD-010,LEAD-2993,2023-09-28,2023-12-30,,Negotiation,0.7,136000,46000,318000.0,,0.1,0.16,24,11333.33,29192,24973,3170
OPP-01978,ACC-020,REP-105,PRD-011,LEAD-7511,2024-05-29,2024-08-13,,Negotiation,0.7,79000,19000,98000.0,,0.06,0.21,12,6583.33,71310,8237,2619
OPP-01979,ACC-015,REP-038,PRD-005,LEAD-0281,2024-12-17,2025-02-04,,Demo,0.3,186000,18000,390000.0,,0.0,0.46,24,15500.0,39389,26308,1929
OPP-01980,ACC-002,REP-012,PRD-003,LEAD-0891,2026-06-09,2026-10-30,,Negotiation,0.7,136000,30000,438000.0,,0.31,0.44,36,11333.33,64980,40645,4330
OPP-01981,ACC-012,REP-126,PRD-016,LEAD-0869,2022-11-12,2023-02-15,,Closed Lost,0.0,23000,22000,91000.0,Features,0.45,0.45,36,1916.67,93050,1922,1308
OPP-01982,ACC-007,REP-064,PRD-007,LEAD-6879,2025-05-21,2025-08-11,2025-08-30,Closed Won,1.0,48000,12000,108000.0,Timing,0.09,0.45,24,4000.0,13522,43086,3258
OPP-01983,ACC-052,REP-059,PRD-005,,2026-07-03,2026-12-28,2027-01-16,Closed Won,1.0,104000,5000,317000.0,Features,0.35,0.42,36,8666.67,15375,38905,3889
OPP-01984,ACC-019,REP-098,PRD-009,LEAD-6208,2025-01-30,2025-06-19,,Closed Lost,0.0,74000,4000,152000.0,Superior ROI,0.4,0.22,24,6166.67,88035,46190,3286
OPP-01985,ACC-016,REP-036,PRD-065,LEAD-5471,2024-12-05,2025-01-14,,Qualify,0.1,190000,8000,198000.0,,0.41,0.19,12,15833.33,82400,30108,909
OPP-01986,ACC-017,REP-122,PRD-003,LEAD-2071,2026-04-14,2026-08-25,,Demo,0.3,150000,39000,189000.0,,0.28,0.28,12,12500.0,57534,32995,3512
OPP-01987,ACC-012,REP-033,PRD-013,LEAD-0868,2025-10-08,2025-11-30,2025-12-31,Closed Won,1.0,37000,47000,121000.0,Price,0.26,0.43,24,3083.33,33629,31795,925
OPP-01988,ACC-093,REP-033,PRD-058,LEAD-7457,2022-10-16,2023-03-23,2023-05-06,Closed Won,1.0,249000,31000,778000.0,Features,0.4,0.78,36,20750.0,20043,46049,41236
OPP-01989,ACC-027,REP-020,PRD-013,LEAD-7270,2024-10-05,2025-01-02,,Demo,0.3,190000,42000,612000.0,,0.11,0.45,36,15833.33,35859,11405,4610
OPP-01990,ACC-005,REP-002,PRD-037,LEAD-0543,2023-07-10,2023-08-29,,On Hold,0.1,190000,8000,578000.0,,0.36,0.44,36,15833.33,42321,25743,545
OPP-01991,ACC-117,REP-059,PRD-010,,2026-06-24,2026-09-10,,Closed Lost,0.0,45000,26000,116000.0,Timing,0.5,0.21,24,3750.0,87568,28204,3826
OPP-01992,ACC-010,REP-036,PRD-031,LEAD-5026,2025-06-03,2025-07-10,,Qualify,0.1,177000,17000,194000.0,,0.14,0.8,12,14750.0,60993,5745,31150
OPP-01993,ACC-044,REP-067,PRD-040,LEAD-5847,2026-07-24,2026-12-04,,Demo,0.3,225000,44000,494000.0,,0.26,0.12,24,18750.0,42335,26158,34286
OPP-01994,ACC-003,REP-101,PRD-061,,2024-03-29,2024-05-28,,Demo,0.3,16000,46000,62000.0,,0.31,0.7,12,1333.33,19813,41326,33167
OPP-01995,ACC-013,REP-014,PRD-010,LEAD-2134,2024-06-24,2024-09-13,,On Hold,0.1,208000,33000,241000.0,,0.2,0.15,12,17333.33,57244,42067,4923
OPP-01996,ACC-001,REP-056,PRD-005,LEAD-1206,2024-07-24,2024-11-24,,On Hold,0.1,115000,10000,125000.0,,0.24,0.12,12,9583.33,97757,42395,3270
OPP-01997,ACC-116,REP-100,PRD-011,,2024-05-06,2024-09-20,,Qualify,0.1,240000,11000,491000.0,,0.43,0.36,24,20000.0,91211,34860,2245
OPP-01998,ACC-026,REP-037,PRD-012,LEAD-0150,2023-11-01,2024-02-24,,Closed Lost,0.0,125000,40000,165000.0,Budget,0.02,0.33,12,10416.67,41075,3719,445
OPP-01999,ACC-014,REP-082,PRD-009,LEAD-2351,2022-10-30,2023-02-15,,Qualify,0.1,190000,1000,571000.0,,0.27,0.59,36,15833.33,14051,21713,5000
OPP-02000,ACC-016,REP-067,PRD-012,LEAD-3082,2026-05-04,2026-09-05,,Qualify,0.1,165000,15000,510000.0,,0.09,0.31,36,13750.0,16731,38362,3397
OPP-02001,ACC-087,REP-103,PRD-049,LEAD-6099,2024-12-08,2025-03-18,,On Hold,0.1,87000,5000,266000.0,,0.5,0.6,36,7250.0,56869,4296,1601
OPP-02002,ACC-015,REP-109,PRD-076,LEAD-4886,2023-02-08,2023-04-14,,Demo,0.3,163000,10000,336000.0,,0.19,0.31,24,13583.33,37441,48024,2710
OPP-02003,ACC-003,REP-011,PRD-058,LEAD-5775,2023-01-31,2023-07-19,,On Hold,0.1,247000,24000,518000.0,,0.48,0.55,24,20583.33,74197,26032,42194
OPP-02004,ACC-003,REP-119,PRD-057,LEAD-3924,2023-07-22,2023-09-19,,On Hold,0.1,75000,5000,80000.0,,0.45,0.6,12,6250.0,63051,29092,37639
OPP-02005,ACC-100,REP-076,PRD-057,LEAD-1864,2025-06-17,2025-09-23,,Negotiation,0.7,234000,38000,272000.0,,0.13,0.48,12,19500.0,67519,27727,38505
OPP-02006,ACC-009,REP-124,PRD-020,LEAD-1508,2023-05-05,2023-10-15,,On Hold,0.1,124000,2000,374000.0,,0.11,0.16,36,10333.33,11907,48641,2683
OPP-02007,ACC-012,REP-059,PRD-015,,2023-11-25,2024-01-10,,Demo,0.3,59000,40000,99000.0,,0.36,0.3,12,4916.67,22568,28790,2744
OPP-02008,ACC-002,REP-101,PRD-013,LEAD-6214,2025-02-12,2025-04-28,,On Hold,0.1,239000,48000,287000.0,,0.42,0.63,12,19916.67,1462,47401,2674
OPP-02009,ACC-003,REP-034,PRD-019,LEAD-2939,2023-07-17,2023-11-08,,Negotiation,0.7,13000,9000,35000.0,,0.44,0.7,24,1083.33,44945,25212,40851
OPP-02010,ACC-016,REP-017,PRD-055,,2024-01-08,2024-06-04,,On Hold,0.1,84000,22000,106000.0,,0.44,0.48,12,7000.0,54252,20020,2236
OPP-02011,ACC-058,REP-065,PRD-050,,2024-12-25,2025-06-03,,Qualify,0.1,182000,20000,202000.0,,0.19,0.33,12,15166.67,15323,49470,207
OPP-02012,ACC-034,REP-052,PRD-007,LEAD-6678,2025-07-11,2025-10-24,,On Hold,0.1,201000,35000,236000.0,,0.05,0.22,12,16750.0,11182,20853,768
OPP-02013,ACC-015,REP-082,PRD-012,LEAD-7544,2024-02-08,2024-06-20,,Demo,0.3,144000,21000,453000.0,,0.35,0.62,36,12000.0,83952,40084,1435
OPP-02014,ACC-002,REP-036,PRD-002,LEAD-2374,2025-04-18,2025-07-04,2025-08-09,Closed Won,1.0,77000,12000,89000.0,Superior ROI,0.31,0.12,12,6416.67,71935,6772,3362
OPP-02015,ACC-022,REP-112,PRD-006,LEAD-3131,2026-08-03,2026-12-16,,Demo,0.3,28000,20000,48000.0,,0.0,0.64,12,2333.33,27685,33484,2674
OPP-02016,ACC-006,REP-108,PRD-035,,2023-12-19,2024-06-12,,On Hold,0.1,241000,32000,514000.0,,0.02,0.59,24,20083.33,66028,31590,73
OPP-02017,ACC-013,REP-036,PRD-056,,2026-09-10,2026-11-02,,Negotiation,0.7,53000,36000,195000.0,,0.14,0.39,36,4416.67,54548,47133,3159
OPP-02018,ACC-021,REP-008,PRD-003,LEAD-4887,2026-02-28,2026-06-24,2026-07-31,Closed Won,1.0,163000,49000,212000.0,Price,0.18,0.11,12,13583.33,29206,9399,4511
OPP-02019,ACC-030,REP-015,PRD-008,LEAD-2984,2024-10-27,2025-03-09,,Demo,0.3,223000,15000,238000.0,,0.25,0.67,12,18583.33,32299,15870,796
OPP-02020,ACC-015,REP-108,PRD-064,LEAD-4547,2022-10-23,2023-01-02,,Negotiation,0.7,240000,28000,748000.0,,0.0,0.76,36,20000.0,12766,4711,3431
OPP-02021,ACC-018,REP-087,PRD-004,LEAD-2796,2025-11-16,2025-12-17,2026-01-09,Closed Won,1.0,221000,40000,482000.0,No Decision,0.02,0.24,24,18416.67,27609,19559,4318
OPP-02022,ACC-009,REP-127,PRD-015,,2026-02-03,2026-03-17,,Qualify,0.1,15000,21000,66000.0,,0.11,0.25,36,1250.0,85897,21188,2807
OPP-02023,ACC-018,REP-110,PRD-011,LEAD-7371,2026-01-26,2026-04-28,,On Hold,0.1,147000,21000,168000.0,,0.28,0.7,12,12250.0,91286,13063,482
OPP-02024,ACC-119,REP-094,PRD-002,LEAD-3429,2025-08-14,2025-11-04,2025-12-02,Closed Won,1.0,73000,50000,123000.0,Budget,0.32,0.35,12,6083.33,7453,29277,522
OPP-02025,ACC-011,REP-146,PRD-025,LEAD-0819,2024-08-17,2024-09-22,,Negotiation,0.7,75000,32000,107000.0,,0.19,0.71,12,6250.0,24127,30890,3310
OPP-02026,ACC-002,REP-040,PRD-014,LEAD-6345,2023-07-16,2023-10-17,,Closed Lost,0.0,23000,5000,51000.0,Timing,0.24,0.36,24,1916.67,93220,13583,1211
OPP-02027,ACC-025,REP-017,PRD-034,LEAD-1084,2025-02-26,2025-05-28,,Qualify,0.1,31000,49000,142000.0,,0.4,0.51,36,2583.33,83066,11419,1284
OPP-02028,ACC-002,REP-094,PRD-005,LEAD-0768,2025-03-08,2025-06-06,2025-06-20,Closed Won,1.0,11000,15000,48000.0,Superior ROI,0.42,0.48,36,916.67,71936,35103,3038
OPP-02029,ACC-008,REP-092,PRD-016,LEAD-3681,2025-04-30,2025-06-24,,Demo,0.3,82000,20000,102000.0,,0.23,0.61,12,6833.33,5725,40810,3869
OPP-02030,ACC-015,REP-018,PRD-012,LEAD-7812,2025-01-14,2025-03-19,,Negotiation,0.7,55000,7000,62000.0,,0.03,0.53,12,4583.33,11642,20654,2980
OPP-02031,ACC-011,REP-063,PRD-045,LEAD-5854,2024-01-05,2024-06-21,,Qualify,0.1,74000,6000,154000.0,,0.13,0.28,24,6166.67,21345,24852,464
